"","Date","Date_MY","Comments","Posts","Users","Total.nonfarm","Total.private","Mining.and.logging","Construction","Manufacturing","Wholesale.trade","Retail.trade","Transportation.and.warehousing","Utilities","Information","Financial.activities","Professional.and.business.services","Education.and.health.services","Leisure.and.hospitality","Other.services","Government","Federal.government","State.government","Local.government"
"1994","2019-01-27","2019-1",146,16,14112,"150,145","127,628",746,"7,446","12,828","5,877.70","15,693.50","5,585.40",551.4,"2,840","8,679","21,134","23,899","16,496","5,852","22,517","2,810","5,171","14,536"
"1995","2019-01-28","2019-1",121,22,14599,"150,145","127,628",746,"7,446","12,828","5,877.70","15,693.50","5,585.40",551.4,"2,840","8,679","21,134","23,899","16,496","5,852","22,517","2,810","5,171","14,536"
"1996","2019-01-29","2019-1",103,8,14679,"150,145","127,628",746,"7,446","12,828","5,877.70","15,693.50","5,585.40",551.4,"2,840","8,679","21,134","23,899","16,496","5,852","22,517","2,810","5,171","14,536"
"1997","2019-01-30","2019-1",108,21,14734,"150,145","127,628",746,"7,446","12,828","5,877.70","15,693.50","5,585.40",551.4,"2,840","8,679","21,134","23,899","16,496","5,852","22,517","2,810","5,171","14,536"
"1998","2019-01-31","2019-1",70,13,14776,"150,145","127,628",746,"7,446","12,828","5,877.70","15,693.50","5,585.40",551.4,"2,840","8,679","21,134","23,899","16,496","5,852","22,517","2,810","5,171","14,536"
"1999","2019-02-01","2019-2",34,12,14803,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2000","2019-02-02","2019-2",58,9,14857,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2001","2019-02-03","2019-2",62,11,14879,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2002","2019-02-04","2019-2",78,11,14895,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2003","2019-02-05","2019-2",78,13,14914,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2004","2019-02-06","2019-2",111,20,15823,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2005","2019-02-07","2019-2",150,27,16216,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2006","2019-02-08","2019-2",62,13,16237,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2007","2019-02-09","2019-2",53,10,16272,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2008","2019-02-10","2019-2",69,21,16316,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2009","2019-02-11","2019-2",66,10,16378,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2010","2019-02-12","2019-2",74,15,16400,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2011","2019-02-13","2019-2",68,16,16442,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2012","2019-02-14","2019-2",88,10,16460,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2013","2019-02-15","2019-2",288,21,16608,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2014","2019-02-16","2019-2",131,15,16629,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2015","2019-02-17","2019-2",92,16,16656,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2016","2019-02-18","2019-2",118,20,16749,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2017","2019-02-19","2019-2",136,18,17036,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2018","2019-02-20","2019-2",164,22,17097,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2019","2019-02-21","2019-2",131,16,17187,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2020","2019-02-22","2019-2",82,13,17200,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2021","2019-02-23","2019-2",58,15,17193,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2022","2019-02-24","2019-2",99,11,17203,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2023","2019-02-25","2019-2",94,12,17228,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2024","2019-02-26","2019-2",98,13,17266,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2025","2019-02-27","2019-2",118,16,17485,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2026","2019-02-28","2019-2",120,17,17532,"150,095","127,598",741,"7,415","12,830","5,885.10","15,663.70","5,589.10",550.3,"2,838","8,688","21,165","23,914","16,466","5,853","22,497","2,816","5,169","14,512"
"2027","2019-03-01","2019-3",68,12,17565,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2028","2019-03-02","2019-3",92,11,17573,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2029","2019-03-03","2019-3",108,15,17585,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2030","2019-03-04","2019-3",101,17,17632,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2031","2019-03-05","2019-3",149,18,17689,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2032","2019-03-06","2019-3",106,12,17726,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2033","2019-03-07","2019-3",86,27,17747,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2034","2019-03-08","2019-3",68,13,17809,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2035","2019-03-09","2019-3",116,22,17952,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2036","2019-03-10","2019-3",152,24,18215,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2037","2019-03-11","2019-3",103,24,18343,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2038","2019-03-12","2019-3",119,21,18402,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2039","2019-03-13","2019-3",173,20,18433,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2040","2019-03-14","2019-3",95,10,18465,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2041","2019-03-15","2019-3",82,9,18509,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2042","2019-03-16","2019-3",89,12,18557,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2043","2019-03-17","2019-3",114,21,18659,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2044","2019-03-18","2019-3",112,22,18707,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2045","2019-03-19","2019-3",93,15,18743,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2046","2019-03-20","2019-3",NA,NA,18768,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2047","2019-03-21","2019-3",233,21,18835,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2048","2019-03-22","2019-3",NA,NA,18935,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2049","2019-03-23","2019-3",78,12,18950,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2050","2019-03-24","2019-3",148,20,19076,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2051","2019-03-25","2019-3",158,19,19209,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2052","2019-03-26","2019-3",110,10,19255,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2053","2019-03-27","2019-3",163,15,19281,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2054","2019-03-28","2019-3",138,18,19454,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2055","2019-03-29","2019-3",181,22,19664,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2056","2019-03-30","2019-3",105,11,19707,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2057","2019-03-31","2019-3",113,16,19748,"150,263","127,739",740,"7,439","12,826","5,881.50","15,641.20","5,598.00",550.7,"2,849","8,707","21,173","23,978","16,488","5,868","22,524","2,815","5,174","14,535"
"2058","2019-04-01","2019-4",196,17,19851,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2059","2019-04-02","2019-4",130,12,19891,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2060","2019-04-03","2019-4",140,25,19964,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2061","2019-04-04","2019-4",168,22,20256,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2062","2019-04-05","2019-4",206,17,20468,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2063","2019-04-06","2019-4",194,16,20629,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2064","2019-04-07","2019-4",132,24,20802,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2065","2019-04-08","2019-4",88,18,20991,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2066","2019-04-09","2019-4",142,23,21167,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2067","2019-04-10","2019-4",170,32,21350,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2068","2019-04-11","2019-4",205,19,21454,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
"2069","2019-04-12","2019-4",113,21,21575,"150,482","127,919",737,"7,471","12,825","5,889.00","15,623.30","5,614.30",548.3,"2,845","8,722","21,212","24,041","16,507","5,884","22,563","2,822","5,178","14,563"
